Driver,QualifyingTime (s),Team,AvgRaceTime (s),Temperature (°C),Humidity (%),Pressure (mbar),Rainfall (mm),TrackTemp (°C),Date,Year,GP,DriverHistoricalAvg (s),Driver_Dry_Perf,Driver_Damp_Perf,Driver_Wet_Perf,Driver_Cold_Perf,Driver_Mid_Perf,Driver_Hot_Perf,Driver_HighDownforce_Perf,Driver_LowDownforce_Perf,DriverEloBefore,ConstructorEloBefore
BOT,88.605,Mercedes,95.88728846153846,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,92.46565817417928,55.985563737111725,53.52778230405736,46.4327485380117,30.474333983105915,54.58378394616679,54.76742561059512,50.0,50.0,2117.8118183887973,2101.8777785082048
LEC,88.965,Ferrari,95.87940384615385,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,92.65857434074587,68.4439419525966,57.01017249004865,57.2843567251462,69.99484004127967,66.40377852132463,74.7560326924792,50.0,50.0,1814.292180562193,1965.047683890666
VER,89.409,Red Bull Racing,96.15636538461538,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,91.83299536590845,81.49326788856763,83.12763861525471,80.40204678362574,84.39644119210683,80.96251168640958,78.6787639032221,50.0,50.0,1859.8347639145782,1797.1959773154908
NOR,89.418,McLaren,97.53439215686274,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,92.19691063855305,62.225662194702444,66.5406550431807,61.2781954887218,63.15945836069675,63.39674899039164,66.64748220475775,50.0,50.0,1573.588788606871,1373.3654699270335
SAI,89.522,McLaren,97.30025,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,92.21061462460975,59.19118363719757,58.86101809144711,31.642300194931774,62.33552631578947,58.05333944953554,64.57679124281292,50.0,50.0,1304.8317646194666,1373.3654699270335
VET,89.799,Ferrari,96.64865384615385,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,92.50001230802171,56.082192409127394,55.84986221209131,66.60818713450291,54.45697577276525,57.26731415585905,60.93739250085999,50.0,50.0,2154.1510063181063,1965.047683890666
RIC,89.918,Renault,97.4294705882353,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,92.70216793806463,50.92169993822845,41.91938178780284,45.45614035087719,43.50877192982456,49.00186998964838,52.16417268661851,50.0,50.0,1799.1871219237196,1471.1203649801355
GAS,90.184,Red Bull Racing,97.61492156862745,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,93.20445222933414,40.38484336753405,50.93077120044694,38.51608187134503,41.51515151515151,41.723387052189295,41.031131750945995,50.0,50.0,1860.6883962798654,1797.1959773154908
GIO,93.42,Alfa Romeo Racing,98.37649019607844,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,93.0617711674382,30.15533625730994,19.77980665950591,34.21052631578948,22.263157894736842,28.632810840660976,27.98830409356725,50.0,50.0,1339.8572713707408,1272.54204734625
ALB,90.461,Toro Rosso,97.95950980392158,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,93.41507658741675,39.39103203083466,45.723684210526315,50.09356725146199,49.29898275099514,39.568142530490015,29.897312726260093,50.0,50.0,1458.077053182315,1362.4346569026825
RAI,90.533,Alfa Romeo Racing,97.4388431372549,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,92.80594805568445,42.90863771450484,32.64411027568922,44.385964912280706,32.473684210526315,42.24761036791112,51.19658119658119,50.0,50.0,1325.6887643858022,1272.54204734625
HUL,90.544,Renault,97.03182000000001,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,93.4683945017006,35.60777094030161,30.454545454545453,57.60818713450293,30.529411764705884,36.10186819440024,39.94582043343653,50.0,50.0,1618.5208982618485,1471.1203649801355
PER,90.738,Racing Point,97.66386274509804,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,92.42792311069464,61.65192622384255,64.03617402639726,57.91812865497077,68.47303443794672,61.37567183150479,60.2192200644213,50.0,50.0,1310.3464725102776,1208.8877943739697
MAG,91.44,Haas F1 Team,98.41286274509802,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,94.44698939881275,28.186013613014694,31.71826625386997,15.479532163742693,26.14522417153996,29.325211018146565,32.94117647058823,50.0,50.0,1724.3958835285437,1529.8347007163284
KVY,91.564,Toro Rosso,97.85170588235295,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,92.98478329344054,37.09454191033138,37.5,57.89473684210526,22.5,38.911203447214525,35.0,50.0,50.0,1588.177082318459,1362.4346569026825
GRO,91.626,Haas F1 Team,98.35909302325581,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,94.41405391541633,30.396661588612055,26.0,44.91228070175439,27.499999999999996,31.536584744359082,39.56140350877193,50.0,50.0,1497.0020165968638,1529.8347007163284
STR,91.726,Racing Point,97.67998039215686,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,93.09350717650615,36.1061323906103,34.75969335102462,48.99331662489557,31.93378052975576,36.26209096577227,31.149611160253578,50.0,50.0,1136.562633989866,1208.8877943739697
RUS,92.789,Williams,99.95204,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,92.60342373579098,48.348535666260126,49.81796596755046,53.67585630743526,43.25202489289177,49.341567977828,49.21636434600831,50.0,50.0,1021.885856058315,898.0405922686936
KUB,93.205,Williams,99.79528,26.89421487603306,39.09090909090909,966.7239669421491,0.0,54.525619834710746,2019-06-23,2019,French Grand Prix,94.80784493742593,4.542936288088643,0.0,42.10526315789473,50.0,5.583524027459955,1.25,50.0,50.0,882.8518586342431,898.0405922686936
LEC,63.003,Ferrari,69.3285,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,92.65857434074587,68.4439419525966,57.01017249004865,57.2843567251462,69.99484004127967,66.40377852132463,74.7560326924792,50.0,50.0,1936.055748063067,1971.0917749230823
HAM,63.262,Mercedes,69.58408571428572,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,91.56060090534528,77.1266889700948,79.17222870009248,75.87353801169591,68.44028520499108,76.61492961540628,72.33056599832915,50.0,50.0,2293.477666228586,2119.985426038086
VER,63.439,Red Bull Racing,69.21704285714286,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,91.83299536590845,81.49326788856763,83.12763861525471,80.40204678362574,84.39644119210683,80.96251168640958,78.6787639032221,50.0,50.0,1929.1116875670743,1801.2578341889553
BOT,63.537,Mercedes,69.54241428571429,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,92.46565817417928,55.985563737111725,53.52778230405736,46.4327485380117,30.474333983105915,54.58378394616679,54.76742561059512,50.0,50.0,2157.1280376759905,2119.985426038086
MAG,64.072,Haas F1 Team,71.79120588235294,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,94.44698939881275,28.186013613014694,31.71826625386997,15.479532163742693,26.14522417153996,29.325211018146565,32.94117647058823,50.0,50.0,1537.3332339546748,1403.1295656578086
NOR,64.099,McLaren,70.24998550724638,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,92.19691063855305,62.225662194702444,66.5406550431807,61.2781954887218,63.15945836069675,63.39674899039164,66.64748220475775,50.0,50.0,1752.0878802475013,1450.310376985381
RAI,64.166,Alfa Romeo Racing,70.53630434782609,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,92.80594805568445,42.90863771450484,32.64411027568922,44.385964912280706,32.473684210526315,42.24761036791112,51.19658119658119,50.0,50.0,1437.6601087650317,1281.5265855812709
GIO,64.179,Alfa Romeo Racing,70.51595652173913,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,93.0617711674382,30.15533625730994,19.77980665950591,34.21052631578948,22.263157894736842,28.632810840660976,27.98830409356725,50.0,50.0,1157.170165611488,1281.5265855812709
GAS,64.199,Red Bull Racing,70.3186231884058,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,93.20445222933414,40.38484336753405,50.93077120044694,38.51608187134503,41.51515151515151,41.723387052189295,41.031131750945995,50.0,50.0,1769.5914972687947,1801.2578341889553
VET,63.667,Ferrari,69.49621739130434,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,92.50001230802171,56.082192409127394,55.84986221209131,66.60818713450291,54.45697577276525,57.26731415585905,60.93739250085999,50.0,50.0,2023.3283380123914,1971.0917749230823
GRO,64.49,Haas F1 Team,70.81088405797101,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,94.41405391541633,30.396661588612055,26.0,44.91228070175439,27.499999999999996,31.536584744359082,39.56140350877193,50.0,50.0,1363.5676574544777,1403.1295656578086
HUL,64.516,Renault,70.57508695652173,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,93.4683945017006,35.60777094030161,30.454545454545453,57.60818713450293,30.529411764705884,36.10186819440024,39.94582043343653,50.0,50.0,1549.532881141764,1488.3977329426607
ALB,64.665,Toro Rosso,70.67508695652174,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,93.41507658741675,39.39103203083466,45.723684210526315,50.09356725146199,49.29898275099514,39.568142530490015,29.897312726260093,50.0,50.0,1536.7718169832065,1378.486204470998
RIC,64.79,Renault,70.53931884057971,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,92.70216793806463,50.92169993822845,41.91938178780284,45.45614035087719,43.50877192982456,49.00186998964838,52.16417268661851,50.0,50.0,1767.9686528573066,1488.3977329426607
SAI,73.601,McLaren,70.42037681159421,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,92.21061462460975,59.19118363719757,58.86101809144711,31.642300194931774,62.33552631578947,58.05333944953554,64.57679124281292,50.0,50.0,1586.4251771794789,1450.310376985381
PER,64.789,Racing Point,70.54311594202899,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,92.42792311069464,61.65192622384255,64.03617402639726,57.91812865497077,68.47303443794672,61.37567183150479,60.2192200644213,50.0,50.0,1365.4173009795493,1202.2773933417793
STR,64.832,Racing Point,70.6845652173913,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,93.09350717650615,36.1061323906103,34.75969335102462,48.99331662489557,31.93378052975576,36.26209096577227,31.149611160253578,50.0,50.0,1134.4420524433106,1202.2773933417793
KVY,65.324,Toro Rosso,71.09708695652174,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,92.98478329344054,37.09454191033138,37.5,57.89473684210526,22.5,38.911203447214525,35.0,50.0,50.0,1439.0352149307628,1378.486204470998
RUS,65.904,Williams,71.39595588235295,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,92.60342373579098,48.348535666260126,49.81796596755046,53.67585630743526,43.25202489289177,49.341567977828,49.21636434600831,50.0,50.0,1023.6773416279088,883.8841720994322
KUB,66.206,Williams,72.43859701492538,34.44406779661016,17.965254237288136,940.8889830508475,0.0,50.74406779661018,2019-06-30,2019,Austrian Grand Prix,94.80784493742593,4.542936288088643,0.0,42.10526315789473,50.0,5.583524027459955,1.25,50.0,50.0,884.8553205819143,883.8841720994322
BOT,85.093,Mercedes,94.09645098039215,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,92.46565817417928,55.985563737111725,53.52778230405736,46.4327485380117,30.474333983105915,54.58378394616679,54.76742561059512,50.0,50.0,2121.805430659897,2104.8030390864833
HAM,85.099,Mercedes,92.07856,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,91.56060090534528,77.1266889700948,79.17222870009248,75.87353801169591,68.44028520499108,76.61492961540628,72.33056599832915,50.0,50.0,2291.2090750234875,2104.8030390864833
LEC,85.172,Ferrari,94.16713725490197,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,92.65857434074587,68.4439419525966,57.01017249004865,57.2843567251462,69.99484004127967,66.40377852132463,74.7560326924792,50.0,50.0,2070.371269070396,2008.9245792095767
VER,85.276,Red Bull Racing,94.33703921568627,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,91.83299536590845,81.49326788856763,83.12763861525471,80.40204678362574,84.39644119210683,80.96251168640958,78.6787639032221,50.0,50.0,2002.196698601041,1804.583543916236
GAS,85.59,Red Bull Racing,94.2138431372549,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,93.20445222933414,40.38484336753405,50.93077120044694,38.51608187134503,41.51515151515151,41.723387052189295,41.031131750945995,50.0,50.0,1688.9702411757075,1804.583543916236
VET,85.787,Ferrari,95.75106,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,92.50001230802171,56.082192409127394,55.84986221209131,66.60818713450291,54.45697577276525,57.26731415585905,60.93739250085999,50.0,50.0,1997.139358598247,2008.9245792095767
RIC,86.182,Renault,94.57274509803922,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,92.70216793806463,50.92169993822845,41.91938178780284,45.45614035087719,43.50877192982456,49.00186998964838,52.16417268661851,50.0,50.0,1528.1219441707474,1436.2567721749917
NOR,86.224,McLaren,94.96886274509805,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,92.19691063855305,62.225662194702444,66.5406550431807,61.2781954887218,63.15945836069675,63.39674899039164,66.64748220475775,50.0,50.0,1775.8756855525662,1472.8637012787651
ALB,86.345,Toro Rosso,94.96982352941177,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,93.41507658741675,39.39103203083466,45.723684210526315,50.09356725146199,49.29898275099514,39.568142530490015,29.897312726260093,50.0,50.0,1478.9967915005152,1325.653053840284
HUL,86.386,Renault,94.92143137254902,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,93.4683945017006,35.60777094030161,30.454545454545453,57.60818713450293,30.529411764705884,36.10186819440024,39.94582043343653,50.0,50.0,1517.034589505763,1436.2567721749917
GIO,86.519,Alfa Romeo Racing,93.44029411764707,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,93.0617711674382,30.15533625730994,19.77980665950591,34.21052631578948,22.263157894736842,28.632810840660976,27.98830409356725,50.0,50.0,1402.3879550877728,1319.9965485997664
RAI,86.546,Alfa Romeo Racing,94.74466666666667,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,92.80594805568445,42.90863771450484,32.64411027568922,44.385964912280706,32.473684210526315,42.24761036791112,51.19658119658119,50.0,50.0,1591.4002691686424,1319.9965485997664
SAI,86.578,McLaren,94.52509803921568,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,92.21061462460975,59.19118363719757,58.86101809144711,31.642300194931774,62.33552631578947,58.05333944953554,64.57679124281292,50.0,50.0,1278.4996893052419,1472.8637012787651
GRO,86.757,Haas F1 Team,99.747125,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,94.41405391541633,30.396661588612055,26.0,44.91228070175439,27.499999999999996,31.536584744359082,39.56140350877193,50.0,50.0,1457.930569391792,1471.198661889498
PER,86.928,Racing Point,96.03944,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,92.42792311069464,61.65192622384255,64.03617402639726,57.91812865497077,68.47303443794672,61.37567183150479,60.2192200644213,50.0,50.0,1362.8948087299734,1165.2170922168912
MAG,86.662,Haas F1 Team,103.67159999999998,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,94.44698939881275,28.186013613014694,31.71826625386997,15.479532163742693,26.14522417153996,29.325211018146565,32.94117647058823,50.0,50.0,1703.2625362051256,1471.198661889498
KVY,86.721,Toro Rosso,94.73590196078432,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,92.98478329344054,37.09454191033138,37.5,57.89473684210526,22.5,38.911203447214525,35.0,50.0,50.0,1304.0760676289697,1325.653053840284
STR,86.762,Racing Point,95.02676470588234,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,93.09350717650615,36.1061323906103,34.75969335102462,48.99331662489557,31.93378052975576,36.26209096577227,31.149611160253578,50.0,50.0,1163.668162780721,1165.2170922168912
RUS,87.789,Williams,95.58792,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,92.60342373579098,48.348535666260126,49.81796596755046,53.67585630743526,43.25202489289177,49.341567977828,49.21636434600831,50.0,50.0,1023.4208038367111,870.8500740169623
KUB,88.257,Williams,95.77946,18.905084745762718,62.135593220338976,1006.3330508474575,0.075,30.32203389830509,2019-07-14,2019,British Grand Prix,94.80784493742593,4.542936288088643,0.0,42.10526315789473,50.0,5.583524027459955,1.25,50.0,50.0,885.3758335809613,870.8500740169623
HAM,71.767,Mercedes,96.07395081967213,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,91.56060090534528,77.1266889700948,79.17222870009248,75.87353801169591,68.44028520499108,76.61492961540628,72.33056599832915,50.0,50.0,2291.1364341119897,2124.494737213005
VER,72.113,Red Bull Racing,97.87571428571428,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,91.83299536590845,81.49326788856763,83.12763861525471,80.40204678362574,84.39644119210683,80.96251168640958,78.6787639032221,50.0,50.0,2018.1264250459442,1808.563933259228
BOT,72.129,Mercedes,98.84241818181818,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,92.46565817417928,55.985563737111725,53.52778230405736,46.4327485380117,30.474333983105915,54.58378394616679,54.76742561059512,50.0,50.0,2195.330102548578,2124.494737213005
GAS,72.522,Red Bull Racing,98.93805,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,93.20445222933414,40.38484336753405,50.93077120044694,38.51608187134503,41.51515151515151,41.723387052189295,41.031131750945995,50.0,50.0,1802.9611946195123,1808.563933259228
RAI,72.538,Alfa Romeo Racing,98.07836507936507,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,92.80594805568445,42.90863771450484,32.64411027568922,44.385964912280706,32.473684210526315,42.24761036791112,51.19658119658119,50.0,50.0,1530.6674619938367,1315.3505420372924
GRO,72.851,Haas F1 Team,97.1975,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,94.41405391541633,30.396661588612055,26.0,44.91228070175439,27.499999999999996,31.536584744359082,39.56140350877193,50.0,50.0,1340.1620671703586,1392.1587092961222
SAI,72.897,McLaren,97.91657142857143,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,92.21061462460975,59.19118363719757,58.86101809144711,31.642300194931774,62.33552631578947,58.05333944953554,64.57679124281292,50.0,50.0,1346.944938524813,1489.3642726831922
HUL,73.126,Renault,101.10994736842105,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,93.4683945017006,35.60777094030161,30.454545454545453,57.60818713450293,30.529411764705884,36.10186819440024,39.94582043343653,50.0,50.0,1559.6752855948537,1494.9554885139319
LEC,72.344,Ferrari,95.92584615384615,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,92.65857434074587,68.4439419525966,57.01017249004865,57.2843567251462,69.99484004127967,66.40377852132463,74.7560326924792,50.0,50.0,2095.5902176802497,2010.2024333584243
GIO,72.786,Alfa Romeo Racing,97.96620634920635,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,93.0617711674382,30.15533625730994,19.77980665950591,34.21052631578948,22.263157894736842,28.632810840660976,27.98830409356725,50.0,50.0,1473.8826589743833,1315.3505420372924
MAG,72.789,Haas F1 Team,98.0592857142857,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,94.44698939881275,28.186013613014694,31.71826625386997,15.479532163742693,26.14522417153996,29.325211018146565,32.94117647058823,50.0,50.0,1522.3564817656152,1392.1587092961222
RIC,72.799,Renault,101.54525000000001,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,92.70216793806463,50.92169993822845,41.91938178780284,45.45614035087719,43.50877192982456,49.00186998964838,52.16417268661851,50.0,50.0,1660.840004118178,1494.9554885139319
KVY,73.135,Toro Rosso,97.8207619047619,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,92.98478329344054,37.09454191033138,37.5,57.89473684210526,22.5,38.911203447214525,35.0,50.0,50.0,1296.6064841086516,1351.447238576423
STR,73.45,Racing Point,96.98517741935484,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,93.09350717650615,36.1061323906103,34.75969335102462,48.99331662489557,31.93378052975576,36.26209096577227,31.149611160253578,50.0,50.0,1152.1711702063385,1135.7009365328354
NOR,73.333,McLaren,98.40245833333334,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,92.19691063855305,62.225662194702444,66.5406550431807,61.2781954887218,63.15945836069675,63.39674899039164,66.64748220475775,50.0,50.0,1753.3755587743906,1489.3642726831922
ALB,73.461,Toro Rosso,97.85753968253968,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,93.41507658741675,39.39103203083466,45.723684210526315,50.09356725146199,49.29898275099514,39.568142530490015,29.897312726260093,50.0,50.0,1573.9868658343362,1351.447238576423
RUS,74.721,Williams,98.09649206349206,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,92.60342373579098,48.348535666260126,49.81796596755046,53.67585630743526,43.25202489289177,49.341567977828,49.21636434600831,50.0,50.0,993.6984255693883,858.1087747590002
KUB,74.839,Williams,98.0500634920635,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,94.80784493742593,4.542936288088643,0.0,42.10526315789473,50.0,5.583524027459955,1.25,50.0,50.0,855.6682116390384,858.1087747590002
VET,84.475,Ferrari,97.84128571428572,21.503401360544217,87.83061224489796,991.6278911564625,1.8,26.441496598639453,2019-07-28,2019,German Grand Prix,92.50001230802171,56.082192409127394,55.84986221209131,66.60818713450291,54.45697577276525,57.26731415585905,60.93739250085999,50.0,50.0,1608.7027821358597,2010.2024333584243
VER,74.572,Red Bull Racing,81.68098550724638,25.66,33.893076923076926,986.4846153846154,0.0,44.096923076923076,2019-08-04,2019,Hungarian Grand Prix,91.83299536590845,81.49326788856763,83.12763861525471,80.40204678362574,84.39644119210683,80.96251168640958,78.6787639032221,50.0,50.0,2083.6647933284294,1844.748717198746
BOT,74.59,Mercedes,83.01629411764706,25.66,33.893076923076926,986.4846153846154,0.0,44.096923076923076,2019-08-04,2019,Hungarian Grand Prix,92.46565817417928,55.985563737111725,53.52778230405736,46.4327485380117,30.474333983105915,54.58378394616679,54.76742561059512,50.0,50.0,2182.6909019312284,2142.7828604089623
HAM,74.769,Mercedes,81.397,25.66,33.893076923076926,986.4846153846154,0.0,44.096923076923076,2019-08-04,2019,Hungarian Grand Prix,91.56060090534528,77.1266889700948,79.17222870009248,75.87353801169591,68.44028520499108,76.61492961540628,72.33056599832915,50.0,50.0,2322.691820889783,2142.7828604089623
LEC,75.043,Ferrari,82.32021739130435,25.66,33.893076923076926,986.4846153846154,0.0,44.096923076923076,2019-08-04,2019,Hungarian Grand Prix,92.65857434074587,68.4439419525966,57.01017249004865,57.2843567251462,69.99484004127967,66.40377852132463,74.7560326924792,50.0,50.0,2075.5445409956583,1980.4219722565188
VET,75.071,Ferrari,82.23402898550725,25.66,33.893076923076926,986.4846153846154,0.0,44.096923076923076,2019-08-04,2019,Hungarian Grand Prix,92.50001230802171,56.082192409127394,55.84986221209131,66.60818713450291,54.45697577276525,57.26731415585905,60.93739250085999,50.0,50.0,1950.8348300911155,1980.4219722565188
GAS,75.45,Red Bull Racing,82.92117647058824,25.66,33.893076923076926,986.4846153846154,0.0,44.096923076923076,2019-08-04,2019,Hungarian Grand Prix,93.20445222933414,40.38484336753405,50.93077120044694,38.51608187134503,41.51515151515151,41.723387052189295,41.031131750945995,50.0,50.0,1844.6125018026228,1844.748717198746
NOR,75.8,McLaren,83.06666176470588,25.66,33.893076923076926,986.4846153846154,0.0,44.096923076923076,2019-08-04,2019,Hungarian Grand Prix,92.19691063855305,62.225662194702444,66.5406550431807,61.2781954887218,63.15945836069675,63.39674899039164,66.64748220475775,50.0,50.0,1526.6423694214286,1437.6143212476798
SAI,75.852,McLaren,82.92875,25.66,33.893076923076926,986.4846153846154,0.0,44.096923076923076,2019-08-04,2019,Hungarian Grand Prix,92.21061462460975,59.19118363719757,58.86101809144711,31.642300194931774,62.33552631578947,58.05333944953554,64.57679124281292,50.0,50.0,1401.4588700476804,1437.6143212476798
GRO,76.013,Haas F1 Team,84.84139583333334,25.66,33.893076923076926,986.4846153846154,0.0,44.096923076923076,2019-08-04,2019,Hungarian Grand Prix,94.41405391541633,30.396661588612055,26.0,44.91228070175439,27.499999999999996,31.536584744359082,39.56140350877193,50.0,50.0,1429.593846301259,1431.1198277611522
